Organization,Device,Group,Activity,Description,User,Date
Hospitality,3-1335,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Ethernet Connection (7) I219-V' InterfaceIndex : 8 Status changed : 'Down' -> 'Up',,2025-07-28T22:16:48.000+0000
Hospitality,3-1600,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:17:32.000+0000
Hospitality,3-2089,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 7 BE200 320MHz' InterfaceIndex : 9 Status changed : 'Up' -> 'Down',,2025-07-28T22:16:43.000+0000
Hospitality,3-2089,Hardware,Network Adapter Added,"Network Adapter added: 'Realtek USB GbE Family Controller #2', MacAddress: 'AC:B4:80:BA:0A:D1', IPAddress: '10.1.97.251;fe80::9db:8d28:a67e:ab75', InstallDate: '2025-07-28T22:16:43Z'",,2025-07-28T22:16:43.000+0000
Slifer,MICHELEHART,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:14:53.000+0000
Slifer,DESKTOP-UEUSACA,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 11 Status changed : 'Down' -> 'Up',,2025-07-28T22:16:29.000+0000
Hospitality,3-1827,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T22:16:18.000+0000
Hospitality,3-1939,Software,Software Updated,"Software updated: 'Microsoft.ScreenSketch', Version: '11.2506.25.0', User: '<System>'",,2025-07-28T22:16:15.000+0000
Partners,CLAMB-SURFACE,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 17 Status changed : 'Up' -> 'Down',,2025-07-28T21:55:50.000+0000
Partners,CLAMB-SURFACE,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Surface Ethernet Adapter #3', MacAddress: 'D8:E2:DF:C7:2E:FE', IPAddress: '169.254.29.98;fe80::42e8:f83d:3a82:3d22'",,2025-07-28T21:55:50.000+0000
Hospitality,3-1725,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T22:15:53.000+0000
Hospitality,TMRLHSKEEPING,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:16:05.000+0000
Hospitality,3-1549,OS Patching,OS Patching Warning,OS patch download error. Error while downloading [-2145107943]. Patch not available for pre-stage. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T22:15:38.000+0000
Infrastructure,SL-SH1,Hardware,Disk Partition Removed,"Disk partition removed: 'Disk #3, Partition #0'",,2025-07-28T22:15:15.000+0000
Hospitality,3-1603,Software,Software Updated,"Software updated: 'AppUp.IntelGraphicsExperience', Version: '1.100.5131.0', User: '<System>'",,2025-07-28T22:14:49.000+0000
Hospitality,3-1603,Software,Software Updated,"Software updated: '4DF9E0F8.Netflix', Version: '6.98.1805.0', User: '<System>'",,2025-07-28T22:14:49.000+0000
Hospitality,3-2066,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 13 Status changed : 'Down' -> 'Up',,2025-07-28T22:14:13.000+0000
Hospitality,3-2066,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Surface Ethernet Adapter', MacAddress: '28:16:A8:03:98:D4', IPAddress: '10.1.97.192;fe80::8625:881a:7896:1185'",,2025-07-28T22:14:13.000+0000
Infrastructure,VSNOSVR-NAS,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T22:15:17.000+0000
Slifer,DESKTOP-UEUSACA,OS Patching,OS Patching Warning,OS patch download error. Failed to add catalog patch [c56cbfe5-6477-44bc-86d8-c3808040fa7a] to pre-download cache. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T22:14:30.000+0000
Slifer,2-1255,Hardware,User Account Logged Out,User logged out : 'AzureAD\AudreyKnight',,2025-07-28T22:14:17.000+0000
Infrastructure,VSNO-PROFIT2,Software,Software Updated,"Software updated: 'king.com.FarmHeroesSaga', Version: '5.62.4.0', User: '<System>'",,2025-07-28T22:13:48.000+0000
Infrastructure,VSNOSVR-NAS,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:13:56.000+0000
Slifer,2-1339,Hardware,Network Adapter Added,"Network Adapter added: 'Surface Ethernet Adapter', MacAddress: 'B8:31:B5:34:E0:FD', IPAddress: '169.254.47.131;fe80::e5fc:2955:a90d:2152', InstallDate: '2025-07-28T22:13:35Z'",,2025-07-28T22:13:35.000+0000
Infrastructure,SL-SH1,Hardware,Disk Partition Removed,"Disk partition removed: 'Disk #9, Partition #0'",,2025-07-28T22:13:17.000+0000
Infrastructure,SL-SH1,Hardware,User Account Logged Out,User logged out : 'EWP\tlewis',,2025-07-28T22:13:06.000+0000
Hospitality,3-1549,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:13:47.000+0000
Hospitality,3-1924,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 12 Status changed : 'Down' -> 'Up',,2025-07-28T22:13:14.000+0000
Hospitality,LAPTOP-L3KOH0AH,Hardware,Network Adapter Added,"Network Adapter added: 'EW-VPN', MacAddress: '', IPAddress: '10.70.51.134;', InstallDate: '2025-07-28T22:13:08Z'",,2025-07-28T22:13:08.000+0000
Hospitality,3-2089,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:13:23.000+0000
Hospitality,3-2089,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:12:58.000+0000
Hospitality,3-1808,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T22:12:30.000+0000
Hospitality,3-1808,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:12:25.000+0000
Hospitality,3-1683,Hardware,Network Adapter Added,"Network Adapter added: 'Realtek USB GbE Family Controller #2', MacAddress: 'A0:29:19:CC:A3:C1', IPAddress: '10.1.97.170;fe80::bf52:c7e1:fc4d:d1f6', InstallDate: '2025-07-28T22:12:22Z'",,2025-07-28T22:12:22.000+0000
Slifer,DANA-PRO,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:12:16.000+0000
Slifer,DANA-PRO,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:12:06.000+0000
Slifer,DESKTOP-UEUSACA,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 12, Pending approval: 1",,2025-07-28T22:12:33.535+0000
Hospitality,3-1529,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 11 Status changed : 'Up' -> 'Down',,2025-07-28T22:11:35.000+0000
Hospitality,3-1808,Hardware,Rebooted,System rebooted at '2025-07-28T22:11:32Z',,2025-07-28T22:11:46.000+0000
Hospitality,3-1965,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #4', MacAddress: '12:F6:0A:59:3E:68', IPAddress: '169.254.153.212;fe80::cb5b:f2af:6eeb:1878', InstallDate: '2025-07-28T22:11:15Z'",,2025-07-28T22:11:15.000+0000
Hospitality,3-2028,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T22:11:00.000+0000
Slifer,MacBook-Pro-4.local,Hardware,Network Adapter Config Changed,"Network Adapter changed: 'en0', MacAddress: '60:3e:5f:7b:62:5d', IPAddress: '192.168.1.106'",,2025-07-28T22:09:05.793+0000
Infrastructure,STRATAWINPAK,Software,Software Updated,"Software updated: 'LogMeIn', Version: '4.1.16124', User: '<System>'",,2025-07-28T22:11:14.000+0000
Hospitality,3-1759,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:11:14.000+0000
Hospitality,3-1759,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftEdge.Stable', Version: '107.0.1418.52', User: '<System>'",,2025-07-28T22:10:57.000+0000
Hospitality,3-1759,Software,Software Updated,"Software updated: 'AppleInc.iTunes', Version: '12137.1.3025.0', User: '<System>'",,2025-07-28T22:10:56.000+0000
Hospitality,3-1759,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:10:39.000+0000
Slifer,DANA-PRO,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T22:10:20.000+0000
Hospitality,3-1997,Hardware,User Account Logged Out,User logged out : 'EW\ABreneiser',,2025-07-28T22:10:02.000+0000
Hospitality,3-2028,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:09:42.000+0000
Slifer,Jays-MacBook-2023.local,Hardware,Network Adapter Config Changed,"Network Adapter changed: 'en0', MacAddress: 'a4:cf:99:79:f8:37', IPAddress: '10.10.4.3'",,2025-07-28T22:08:33.652+0000
Slifer,DESKTOP-UEUSACA,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:08:59.000+0000
Hospitality,3-1785,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Ethernet Connection (14) I219-LM' InterfaceIndex : 15 Status changed : 'Up' -> 'Down',,2025-07-28T22:09:49.000+0000
Hospitality,DECYPHER-02309,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:10:20.000+0000
Hospitality,DECYPHER-02309,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:10:05.000+0000
Hospitality,3-1730,Software,Software Updated,"Software updated: 'Microsoft 365 Apps for enterprise - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T22:09:17.000+0000
Hospitality,3-1863,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '16:75:5B:28:F0:D2', IPAddress: '169.254.213.159;fe80::dbb2:8553:23f5:a86a', InstallDate: '2025-07-28T22:09:09Z'",,2025-07-28T22:09:09.000+0000
Hospitality,3-2028,Hardware,Rebooted,System rebooted at '2025-07-28T22:08:26Z',,2025-07-28T22:08:59.000+0000
Hospitality,3-2028,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: 'A2:02:A5:C7:C1:3F', IPAddress: '169.254.8.190;fe80::445e:ff3f:829b:58c6'",,2025-07-28T22:09:00.000+0000
Slifer,Marys-MacBook-Air.local,Hardware,Network Adapter Config Changed,"Network Adapter changed: 'en0', MacAddress: '0c:e4:41:e2:60:99', IPAddress: '192.168.1.137'",,2025-07-28T22:08:25.813+0000
Slifer,BOOK-KCEADFUGMH,Software Patching,Software Patch Scan Complete,Patch management scan FAILED to complete. ERROR: Ninjaone Engine Timed out,,2025-07-28T22:09:13.000+0000
Hospitality,3-2039,Software,Software Updated,"Software updated: 'Microsoft.AzureVpn', Version: '3.4.1.0', User: '<System>'",,2025-07-28T22:08:15.000+0000
Slifer,DESKTOP-UEUSACA,OS Patching,OS Patching Warning,This machine cannot run OS Patch Management scheduled updates jobs because it is running on metered connection. Next update scheduled for 2025-07-29T11:00:00Z,,2025-07-28T22:06:53.000+0000
Slifer,DESKTOP-UEUSACA,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 11 Status changed : 'Up' -> 'Down',,2025-07-28T22:06:13.000+0000
Slifer,2-1402,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:07:19.000+0000
Slifer,2-1402,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:06:44.000+0000
Slifer,3-1973,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: 'C6:3D:1A:E8:E7:A2', IPAddress: '169.254.125.163;fe80::ba16:c71e:54a9:bf94', InstallDate: '2025-07-28T22:06:37Z'",,2025-07-28T22:06:37.000+0000
Hospitality,3-1335,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Ethernet Connection (7) I219-V' InterfaceIndex : 8 Status changed : 'Up' -> 'Down',,2025-07-28T22:06:12.000+0000
Hospitality,3-2026,Software,Software Updated,"Software updated: 'Microsoft.ScreenSketch', Version: '11.2506.25.0', User: '<System>'",,2025-07-28T22:06:18.000+0000
Slifer,DESKTOP-UEUSACA,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T22:07:03.206+0000
Slifer,3-1802 (SSF Viceroy Touchscreen),Software,Software Updated,"Software updated: 'Microsoft.ScreenSketch', Version: '11.2506.25.0', User: '<System>'",,2025-07-28T22:06:23.000+0000
Hospitality,3-2039,Software,Software Updated,"Software updated: 'Microsoft.AzureVpn', Version: '4.0.0.0', User: '<System>'",,2025-07-28T22:06:14.000+0000
Slifer,Heather Rawlings SSF,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:05:31.000+0000
Hospitality,3-1681,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T22:06:01.860+0000
Hospitality,3-1939,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:05:07.000+0000
Hospitality,3-1939,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:04:52.000+0000
Hospitality,3-1529,OS Patching,OS Patching Warning,OS patch download error. Error while downloading [-2145107943]. Patch not available for pre-stage. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T22:04:32.000+0000
Slifer,2-1402,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6E AX211 160MHz' InterfaceIndex : 18 Status changed : 'Down' -> 'Up',,2025-07-28T22:04:37.000+0000
Slifer,Heather Rawlings SSF,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:04:36.000+0000
Slifer,Lauren Patton SSF Steamboat MacBook Air,Hardware,Network Adapter Config Changed,"Network Adapter changed: 'en0', MacAddress: '10:b5:88:71:98:96', IPAddress: '10.0.0.21'",,2025-07-28T21:34:22.247+0000
Hospitality,3-2045B,Software,Software Updated,"Software updated: 'Microsoft.ScreenSketch', Version: '11.2506.25.0', User: '<System>'",,2025-07-28T22:04:12.000+0000
Hospitality,3-1939,Hardware,Rebooted,System rebooted at '2025-07-28T22:02:48Z',,2025-07-28T22:04:10.000+0000
Hospitality,3-2002,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: 'DE:46:28:0C:40:1D', IPAddress: '169.254.234.87;fe80::d393:4dbb:1937:6509', InstallDate: '2025-07-28T22:04:10Z'",,2025-07-28T22:04:10.000+0000
Hospitality,3-2002,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:03:36.000+0000
Slifer,2-1358,Software,Software Updated,"Software updated: 'Microsoft.ScreenSketch', Version: '11.2506.25.0', User: '<System>'",,2025-07-28T22:04:04.000+0000
Slifer,Heather Rawlings SSF,Software,Software Updated,"Software updated: 'WebAdvisor by McAfee', Version: '4.1.1.1058', User: '<System>'",,2025-07-28T22:03:42.000+0000
Slifer,2-1402,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6E AX211 160MHz' InterfaceIndex : 18 Status changed : 'Up' -> 'Down',,2025-07-28T21:40:37.000+0000
Slifer,2-1402,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Realtek USB GbE Family Controller #2', MacAddress: '4C:D7:17:AE:B9:3C', IPAddress: '169.254.164.7;fe80::9871:a99:ba1b:835f'",,2025-07-28T21:40:37.000+0000
Hospitality,LAPTOP-L3KOH0AH,Hardware,Network Adapter Deleted,"Network Adapter removed: 'EW-VPN', MacAddress: '', IPAddress: '10.70.51.134;'",,2025-07-28T22:03:06.000+0000
Hospitality,3-1529,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:02:32.000+0000
Hospitality,3-2002,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:03:06.000+0000
Hospitality,3-1648,Hardware,Network Adapter Added,"Network Adapter added: 'Realtek(R) USB GbE Family Controller', MacAddress: '70:B5:E8:1A:A6:B3', IPAddress: '169.254.118.154;fe80::7fe0:ae58:a96b:8191', InstallDate: '2025-07-28T22:02:43Z'",,2025-07-28T22:02:43.000+0000
Slifer,LAPTOP-DI7O6LT4,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:02:31.000+0000
Hospitality,3-1681,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:03:04.000+0000
Hospitality,3-1965,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:02:27.000+0000
Hospitality,3-1965,Hardware,User Account Logged In,"User logged in: 'EW\ahesse', Logged in time: '2025-07-28T22:01:57Z'",,2025-07-28T22:01:54.000+0000
Slifer,CARIGFERRARO,Software,Software Updated,"Software updated: 'Microsoft Teams Meeting Add-in for Microsoft Office', Version: '1.25.18302', User: '<System>'",,2025-07-28T22:02:10.000+0000
Slifer,LAPTOP-DI7O6LT4,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:02:01.000+0000
Slifer,LAPTOP-NNSKES25,Software,Software Updated,"Software updated: 'king.com.FarmHeroesSaga', Version: '6.69.16.0', User: '<System>'",,2025-07-28T22:01:43.000+0000
Hospitality,VSNO-SPA5,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T22:01:43.000+0000
Hospitality,3-2132,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:01:50.000+0000
Hospitality,3-2132,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:01:24.000+0000
Hospitality,3-1974,OS Patching,OS Patching Warning,OS patch download error. Failed to add catalog patch [c56cbfe5-6477-44bc-86d8-c3808040fa7a] to pre-download cache. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T22:01:41.000+0000
Hospitality,3-1974,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T21:59:35.000+0000
Hospitality,3-1788,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T21:32:56.000+0000
Hospitality,3-2075,Hardware,User Account Logged Out,User logged out : 'RF\hlainez',,2025-07-28T22:01:09.000+0000
Slifer,Sarah Woelfe Laptop,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T22:00:40.000+0000
Hospitality,3-2045,Software,Software Updated,"Software updated: 'Microsoft.ScreenSketch', Version: '11.2506.25.0', User: '<System>'",,2025-07-28T22:01:12.000+0000
Hospitality,3-1529,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 11 Status changed : 'Down' -> 'Up',,2025-07-28T22:01:02.000+0000
Hospitality,3-1965,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T22:01:12.000+0000
